number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_encoder_neurons_layer_1,params_epochs,params_lambda,params_latent_dim,params_learning_rate,params_num_layers_decoder,params_num_layers_encoder,params_optimizer,user_attrs_encoder_decoder_config,user_attrs_first_layer_neurons,user_attrs_model_summary,user_attrs_neurons_per_layer_decoder,user_attrs_neurons_per_layer_encoder,user_attrs_r2_feature_1,user_attrs_relative_deterioration,state
50,-1.3421063317300366,2025-05-06 20:22:17.175971,2025-05-06 20:22:19.449224,0 days 00:00:02.273253,0.02868329150206469,16,0.30000000000000004,120,120,8.339239266087655e-06,325,0.0005745999934398386,4,2,sgd,"{'neurons_per_layer_encoder': [120, 240], 'neurons_per_layer_decoder': [240, 120, 60, 30]}",120,,"[240, 120, 60, 30]","[120, 240]",[-1.3421063317300366],0.03665606023055739,COMPLETE
51,-0.49510898825675786,2025-05-06 20:22:17.698939,2025-05-06 20:22:24.500247,0 days 00:00:06.801308,0.026947921147971267,16,0.30000000000000004,92,120,8.960585230595774e-06,804,0.0005238999620782826,4,4,sgd,"{'neurons_per_layer_encoder': [92, 184, 368, 736], 'neurons_per_layer_decoder': [736, 368, 184, 92]}",92,,"[736, 368, 184, 92]","[92, 184, 368, 736]",[-0.49510898825675786],0.43160229436668257,COMPLETE
52,-0.7803288669637565,2025-05-06 20:22:19.371946,2025-05-06 20:22:41.622811,0 days 00:00:22.250865,0.02748707623035778,16,0.1,92,120,9.155014399974543e-06,1523,0.000533594510775811,4,5,adadelta,"{'neurons_per_layer_encoder': [92, 184, 368, 736, 1472], 'neurons_per_layer_decoder': [1472, 736, 368, 184]}",92,,"[1472, 736, 368, 184]","[92, 184, 368, 736, 1472]",[-0.7803288669637565],0.4146189066680147,COMPLETE
53,-0.7326036442118158,2025-05-06 20:22:19.456908,2025-05-06 20:22:24.691502,0 days 00:00:05.234594,0.038631705266913965,80,0.1,92,180,0.0003855974172297267,1498,0.001509024932820917,4,5,adadelta,"{'neurons_per_layer_encoder': [92, 184, 368, 736, 1472], 'neurons_per_layer_decoder': [1472, 736, 368, 184]}",92,,"[1472, 736, 368, 184]","[92, 184, 368, 736, 1472]",[-0.7326036442118158],0.9721885535462877,COMPLETE
54,-0.4528806286287108,2025-05-06 20:22:19.829910,2025-05-06 20:22:30.819472,0 days 00:00:10.989562,0.11497935945152694,88,0.1,68,100,1.8221055133789177e-05,1121,0.00021811530585854073,2,5,adadelta,"{'neurons_per_layer_encoder': [68, 136, 272, 544, 1088], 'neurons_per_layer_decoder': [1088, 544]}",68,,"[1088, 544]","[68, 136, 272, 544, 1088]",[-0.4528806286287108],0.6525452743372567,COMPLETE
55,0.2613222470745099,2025-05-06 20:22:19.917997,2025-05-06 20:22:34.348246,0 days 00:00:14.430249,0.039508089092823585,88,0.1,84,200,0.0002813355308331536,261,6.133783341087091e-05,2,2,adadelta,"{'neurons_per_layer_encoder': [84, 168], 'neurons_per_layer_decoder': [168, 84]}",84,,"[168, 84]","[84, 168]",[0.2613222470745099],0.8539454340040373,COMPLETE
56,0.06981022069244136,2025-05-06 20:22:24.509847,2025-05-06 20:22:49.838582,0 days 00:00:25.328735,0.015293591785776476,88,0.1,120,200,1.72133228358995e-05,1974,0.0002290209424025166,2,5,adadelta,"{'neurons_per_layer_encoder': [120, 240, 480, 960, 1920], 'neurons_per_layer_decoder': [1920, 960]}",120,,"[1920, 960]","[120, 240, 480, 960, 1920]",[0.06981022069244136],0.7950260695017537,COMPLETE
57,-0.6952058224083928,2025-05-06 20:22:24.702873,2025-05-06 20:22:31.475582,0 days 00:00:06.772709,0.018269824436565777,48,0.2,80,200,0.000217394372781458,348,4.385253298378438e-05,2,3,adadelta,"{'neurons_per_layer_encoder': [80, 160, 320], 'neurons_per_layer_decoder': [320, 160]}",80,,"[320, 160]","[80, 160, 320]",[-0.6952058224083928],0.792167399448857,COMPLETE
58,-0.7773185822343469,2025-05-06 20:22:30.830139,2025-05-06 20:22:35.120400,0 days 00:00:04.290261,0.04072910123718021,40,0.2,124,200,3.203553570041223e-05,525,4.9948065989056196e-05,2,3,adadelta,"{'neurons_per_layer_encoder': [124, 248, 496], 'neurons_per_layer_decoder': [496, 248]}",124,,"[496, 248]","[124, 248, 496]",[-0.7773185822343469],0.5208141212150547,COMPLETE
59,-1.4644544454233879,2025-05-06 20:22:31.487014,2025-05-06 20:22:35.346397,0 days 00:00:03.859383,0.04050331098342394,40,0.2,124,200,0.0007447945966935264,281,1.6849377725665884e-05,3,2,adadelta,"{'neurons_per_layer_encoder': [124, 248], 'neurons_per_layer_decoder': [248, 124, 62]}",124,,"[248, 124, 62]","[124, 248]",[-1.4644544454233879],0.8665937705731686,COMPLETE
