,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.0019982440700073256,0.9431326186021135,14.476320297005621,0.0021095895866925837,0.9499750887120029,12.1166436655835
max,10.0,0.0026875607030252538,0.9577181986895186,20.004693829646975,0.00346477823502313,0.9695414757395939,17.482328991111782
mean,5.5,0.002275735212961357,0.9518466309726892,17.227270130739093,0.002592371795355287,0.9625710044650843,14.111267484215134
