number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_encoder_neurons_layer_1,params_epochs,params_lambda,params_latent_dim,params_learning_rate,params_num_layers_decoder,params_num_layers_encoder,params_optimizer,user_attrs_encoder_decoder_config,user_attrs_first_layer_neurons,user_attrs_neurons_per_layer_decoder,user_attrs_neurons_per_layer_encoder,user_attrs_r2_feature_1,user_attrs_relative_deterioration,state
222,-0.30507767935372243,2025-01-10 08:08:30.729151,2025-01-10 08:08:34.297993,0 days 00:00:03.568842,0.04623814427765497,48,0.30000000000000004,140,100,1.7553979983866774e-05,584,0.002156886284339235,1,3,adam,"{'neurons_per_layer_encoder': [140, 280, 560], 'neurons_per_layer_decoder': [560]}",140,[560],"[140, 280, 560]",[-0.30507767935372243],0.8146006122813783,COMPLETE
223,0.19681235237370875,2025-01-10 08:08:31.075822,2025-01-10 08:08:38.532873,0 days 00:00:07.457051,0.051411797150961454,40,0.30000000000000004,144,100,1.6615923210248673e-05,1048,0.002057844615115575,1,3,adam,"{'neurons_per_layer_encoder': [144, 288, 576], 'neurons_per_layer_decoder': [576]}",144,[576],"[144, 288, 576]",[0.19681235237370875],0.8529412385561623,COMPLETE
224,0.21975879571960888,2025-01-10 08:08:33.769756,2025-01-10 08:08:41.022692,0 days 00:00:07.252936,0.046820825013085474,40,0.30000000000000004,144,100,1.7181698424360193e-05,600,0.00323947617886361,1,3,adam,"{'neurons_per_layer_encoder': [144, 288, 576], 'neurons_per_layer_decoder': [576]}",144,[576],"[144, 288, 576]",[0.21975879571960888],0.8281966480492485,COMPLETE
225,-0.028251007779985793,2025-01-10 08:08:34.305573,2025-01-10 08:08:41.629447,0 days 00:00:07.323874,0.051591019290475895,40,0.30000000000000004,144,100,1.4384112424829669e-05,1080,0.0035299187489717812,1,3,adam,"{'neurons_per_layer_encoder': [144, 288, 576], 'neurons_per_layer_decoder': [576]}",144,[576],"[144, 288, 576]",[-0.028251007779985793],0.791673494304115,COMPLETE
226,0.39603953746184006,2025-01-10 08:08:36.796845,2025-01-10 08:08:44.655284,0 days 00:00:07.858439,0.04653402731431639,40,0.30000000000000004,160,100,1.5208021371612409e-05,840,0.0032848575621469175,1,3,adam,"{'neurons_per_layer_encoder': [160, 320, 640], 'neurons_per_layer_decoder': [640]}",160,[640],"[160, 320, 640]",[0.39603953746184006],0.8737919716516792,COMPLETE
227,0.27018014438244753,2025-01-10 08:08:37.029873,2025-01-10 08:08:44.764280,0 days 00:00:07.734407,0.046277710252193495,40,0.30000000000000004,164,100,1.4541613046058527e-05,808,0.0030052764636664597,1,3,adam,"{'neurons_per_layer_encoder': [164, 328, 656], 'neurons_per_layer_decoder': [656]}",164,[656],"[164, 328, 656]",[0.27018014438244753],0.8588555513380772,COMPLETE
228,0.012729811919610201,2025-01-10 08:08:38.543276,2025-01-10 08:08:46.071513,0 days 00:00:07.528237,0.04682573037947636,40,0.30000000000000004,164,100,1.3746334693340946e-05,680,0.004322324857675466,1,3,adam,"{'neurons_per_layer_encoder': [164, 328, 656], 'neurons_per_layer_decoder': [656]}",164,[656],"[164, 328, 656]",[0.012729811919610201],0.784538167795791,COMPLETE
229,-4.1678185474283245,2025-01-10 08:08:41.032675,2025-01-10 08:08:44.471834,0 days 00:00:03.439159,0.04353535651073539,40,0.30000000000000004,168,100,1.403906760813942e-05,712,0.004380272358717654,1,3,adam,"{'neurons_per_layer_encoder': [168, 336, 672], 'neurons_per_layer_decoder': [672]}",168,[672],"[168, 336, 672]",[-4.1678185474283245],0.31598284598135995,COMPLETE
230,-0.6880066022810214,2025-01-10 08:08:41.638147,2025-01-10 08:08:45.157526,0 days 00:00:03.519379,0.043544227202108814,40,0.30000000000000004,164,100,1.1292008024426712e-05,840,0.004224711422934258,1,3,adam,"{'neurons_per_layer_encoder': [164, 328, 656], 'neurons_per_layer_decoder': [656]}",164,[656],"[164, 328, 656]",[-0.6880066022810214],0.7710261217932388,COMPLETE
231,0.34249119759597724,2025-01-10 08:08:44.481381,2025-01-10 08:08:52.228829,0 days 00:00:07.747448,0.046219356716570334,40,0.30000000000000004,160,100,1.1142981383517744e-05,872,0.0029789794730684122,1,3,adam,"{'neurons_per_layer_encoder': [160, 320, 640], 'neurons_per_layer_decoder': [640]}",160,[640],"[160, 320, 640]",[0.34249119759597724],0.8604055685089728,COMPLETE
232,0.4019319007246024,2025-01-10 08:08:44.664877,2025-01-10 08:08:51.182136,0 days 00:00:06.517259,0.05119891194619619,48,0.30000000000000004,164,100,2.0131997719978478e-05,808,0.0029525779026344902,1,3,adam,"{'neurons_per_layer_encoder': [164, 328, 656], 'neurons_per_layer_decoder': [656]}",164,[656],"[164, 328, 656]",[0.4019319007246024],0.8995654958952832,COMPLETE
233,0.2362351966600269,2025-01-10 08:08:44.777259,2025-01-10 08:08:51.263874,0 days 00:00:06.486615,0.05032082680323115,48,0.30000000000000004,156,100,2.1452867100366376e-05,856,0.0028439695103489454,1,3,adam,"{'neurons_per_layer_encoder': [156, 312, 624], 'neurons_per_layer_decoder': [624]}",156,[624],"[156, 312, 624]",[0.2362351966600269],0.8709501957827743,COMPLETE
234,-13.553439903406288,2025-01-10 08:08:45.166284,2025-01-10 08:08:51.958582,0 days 00:00:06.792298,0.05022664281166147,48,0.30000000000000004,156,100,2.0715417987305444e-05,872,0.002834607740213246,1,3,adadelta,"{'neurons_per_layer_encoder': [156, 312, 624], 'neurons_per_layer_decoder': [624]}",156,[624],"[156, 312, 624]",[-13.553439903406288],0.5571923512421879,COMPLETE
235,0.3652808150321135,2025-01-10 08:08:46.081504,2025-01-10 08:08:54.054517,0 days 00:00:07.973013,0.04999895262540524,40,0.30000000000000004,156,100,2.113812349062077e-05,888,0.0027566848452186114,1,3,adam,"{'neurons_per_layer_encoder': [156, 312, 624], 'neurons_per_layer_decoder': [624]}",156,[624],"[156, 312, 624]",[0.3652808150321135],0.890697990753647,COMPLETE
236,-0.6438952295581903,2025-01-10 08:08:51.193370,2025-01-10 08:08:54.383830,0 days 00:00:03.190460,0.051006926291308145,48,0.30000000000000004,172,100,2.1865707946568916e-05,712,0.002889910790487877,1,3,adam,"{'neurons_per_layer_encoder': [172, 344, 688], 'neurons_per_layer_decoder': [688]}",172,[688],"[172, 344, 688]",[-0.6438952295581903],0.8221594690764285,COMPLETE
237,-6.219068331128355,2025-01-10 08:08:51.277479,2025-01-10 08:08:57.858318,0 days 00:00:06.580839,0.05286490174919158,48,0.30000000000000004,180,100,2.1264322568171465e-05,760,0.0023654905624215282,1,3,adadelta,"{'neurons_per_layer_encoder': [180, 360, 720], 'neurons_per_layer_decoder': [720]}",180,[720],"[180, 360, 720]",[-6.219068331128355],0.4846028194809789,COMPLETE
238,0.3724643682817672,2025-01-10 08:08:51.967917,2025-01-10 08:08:58.097345,0 days 00:00:06.129428,0.05469215555087884,48,0.30000000000000004,160,100,1.5650029442140387e-05,760,0.0022353963461029863,1,3,adam,"{'neurons_per_layer_encoder': [160, 320, 640], 'neurons_per_layer_decoder': [640]}",160,[640],"[160, 320, 640]",[0.3724643682817672],0.8802020228081128,COMPLETE
239,0.37838885763006713,2025-01-10 08:08:52.237488,2025-01-10 08:08:58.475930,0 days 00:00:06.238442,0.053415633362065396,48,0.30000000000000004,172,100,1.9400464955690544e-05,760,0.0021544850822886145,1,3,adam,"{'neurons_per_layer_encoder': [172, 344, 688], 'neurons_per_layer_decoder': [688]}",172,[688],"[172, 344, 688]",[0.37838885763006713],0.8968608718212161,COMPLETE
240,0.05137192631220988,2025-01-10 08:08:54.066225,2025-01-10 08:09:00.205556,0 days 00:00:06.139331,0.05323007407500801,48,0.30000000000000004,184,100,1.906648820482337e-05,760,0.0021899266783464164,1,3,adam,"{'neurons_per_layer_encoder': [184, 368, 736], 'neurons_per_layer_decoder': [736]}",184,[736],"[184, 368, 736]",[0.05137192631220988],0.842377436232365,COMPLETE
241,0.2503253918995618,2025-01-10 08:08:54.393985,2025-01-10 08:08:58.191909,0 days 00:00:03.797924,0.054364536711738735,48,0.30000000000000004,172,100,1.5871712264354868e-05,276,0.00212604941905865,1,1,adam,"{'neurons_per_layer_encoder': [172], 'neurons_per_layer_decoder': [172]}",172,[172],[172],[0.2503253918995618],0.578850629050478,COMPLETE
242,-0.07775979046379611,2025-01-10 08:08:57.867899,2025-01-10 08:09:01.501933,0 days 00:00:03.634034,0.05442629918638293,32,0.30000000000000004,148,100,1.5768905031753874e-05,348,0.0021525531222233987,1,1,adam,"{'neurons_per_layer_encoder': [148], 'neurons_per_layer_decoder': [148]}",148,[148],[148],[-0.07775979046379611],0.5110706750674159,COMPLETE
243,0.4501645815779738,2025-01-10 08:08:58.105401,2025-01-10 08:09:01.551253,0 days 00:00:03.445852,0.06067367583453818,32,0.30000000000000004,148,100,1.8439409390040108e-05,188,0.001855357550379115,1,1,adam,"{'neurons_per_layer_encoder': [148], 'neurons_per_layer_decoder': [148]}",148,[148],[148],[0.4501645815779738],0.7653416760854809,COMPLETE
244,-1.2992976814817423,2025-01-10 08:08:58.201545,2025-01-10 08:09:05.511945,0 days 00:00:07.310400,0.0489711452905596,32,0.30000000000000004,156,100,1.0013630081274875e-05,824,0.0036940863896838573,1,3,adam,"{'neurons_per_layer_encoder': [156, 312, 624], 'neurons_per_layer_decoder': [624]}",156,[624],"[156, 312, 624]",[-1.2992976814817423],0.5149384532629235,COMPLETE
245,-0.7841981966972187,2025-01-10 08:08:58.485916,2025-01-10 08:09:01.519187,0 days 00:00:03.033271,0.048434971703909556,40,0.30000000000000004,148,100,1.020537064332434e-05,824,0.0036351479058886194,1,3,adam,"{'neurons_per_layer_encoder': [148, 296, 592], 'neurons_per_layer_decoder': [592]}",148,[592],"[148, 296, 592]",[-0.7841981966972187],0.6935156248357475,COMPLETE
246,0.36298364283504314,2025-01-10 08:09:00.215162,2025-01-10 08:09:07.375591,0 days 00:00:07.160429,0.04239707905590421,40,0.30000000000000004,160,100,1.2552216979905392e-05,824,0.003763599577420121,1,3,adam,"{'neurons_per_layer_encoder': [160, 320, 640], 'neurons_per_layer_decoder': [640]}",160,[640],"[160, 320, 640]",[0.36298364283504314],0.8555194505835118,COMPLETE
247,0.3247437715460664,2025-01-10 08:09:01.510943,2025-01-10 08:09:08.401282,0 days 00:00:06.890339,0.04189979077431277,40,0.30000000000000004,168,100,1.2206751765552209e-05,824,0.003738281613467644,1,3,adam,"{'neurons_per_layer_encoder': [168, 336, 672], 'neurons_per_layer_decoder': [672]}",168,[672],"[168, 336, 672]",[0.3247437715460664],0.8413367945986027,COMPLETE
248,0.41444872260257537,2025-01-10 08:09:01.537173,2025-01-10 08:09:08.359230,0 days 00:00:06.822057,0.043979337226731,40,0.30000000000000004,160,100,1.2481796302655652e-05,664,0.003805950309327785,1,3,adam,"{'neurons_per_layer_encoder': [160, 320, 640], 'neurons_per_layer_decoder': [640]}",160,[640],"[160, 320, 640]",[0.41444872260257537],0.8497949736118114,COMPLETE
249,0.1007350764360806,2025-01-10 08:09:01.564895,2025-01-10 08:09:05.382980,0 days 00:00:03.818085,0.05921230496190887,32,0.30000000000000004,148,100,1.2712079698480958e-05,188,0.0017090644283531615,1,1,adam,"{'neurons_per_layer_encoder': [148], 'neurons_per_layer_decoder': [148]}",148,[148],[148],[0.1007350764360806],0.5504915930802925,COMPLETE
250,0.12388993980481633,2025-01-10 08:09:05.394086,2025-01-10 08:09:09.170115,0 days 00:00:03.776029,0.06051420497483709,32,0.30000000000000004,168,100,1.2676650616404627e-05,400,0.00322665125625974,1,1,adam,"{'neurons_per_layer_encoder': [168], 'neurons_per_layer_decoder': [168]}",168,[168],[168],[0.12388993980481633],0.537020062367555,COMPLETE
251,0.29023177340400663,2025-01-10 08:09:05.521886,2025-01-10 08:09:08.872703,0 days 00:00:03.350817,0.060361381700848565,40,0.30000000000000004,136,100,1.2872144104390087e-05,160,0.0018725861948090034,1,1,adam,"{'neurons_per_layer_encoder': [136], 'neurons_per_layer_decoder': [136]}",136,[136],[136],[0.29023177340400663],0.6172880939893146,COMPLETE
252,0.13498751423947852,2025-01-10 08:09:07.385059,2025-01-10 08:09:09.964217,0 days 00:00:02.579158,0.06151485104656507,32,0.30000000000000004,168,100,1.807176005495832e-05,400,0.0017733171377052653,1,1,adam,"{'neurons_per_layer_encoder': [168], 'neurons_per_layer_decoder': [168]}",168,[168],[168],[0.13498751423947852],0.7045808534806454,COMPLETE
253,0.06896700611907458,2025-01-10 08:09:08.367520,2025-01-10 08:09:11.601132,0 days 00:00:03.233612,0.03991597697933087,32,0.30000000000000004,168,100,1.4378293501735123e-05,400,0.0018063815935615687,1,1,adam,"{'neurons_per_layer_encoder': [168], 'neurons_per_layer_decoder': [168]}",168,[168],[168],[0.06896700611907458],0.5974955386468322,COMPLETE
254,0.2519611298060368,2025-01-10 08:09:08.421211,2025-01-10 08:09:11.381781,0 days 00:00:02.960570,0.03955072832558677,32,0.30000000000000004,136,100,2.4363846185357197e-05,160,0.0018079214023209542,1,1,adam,"{'neurons_per_layer_encoder': [136], 'neurons_per_layer_decoder': [136]}",136,[136],[136],[0.2519611298060368],0.6895988225290159,COMPLETE
255,-18.53264791580553,2025-01-10 08:09:08.882400,2025-01-10 08:09:10.683898,0 days 00:00:01.801498,0.044517968318700155,32,0.30000000000000004,148,100,1.7897114648142154e-05,172,0.00021532719002124152,1,1,sgd,"{'neurons_per_layer_encoder': [148], 'neurons_per_layer_decoder': [148]}",148,[148],[148],[-18.53264791580553],0.5392045154473134,COMPLETE
256,-1.5133125307064783,2025-01-10 08:09:09.178473,2025-01-10 08:09:11.567779,0 days 00:00:02.389306,0.03901544037103455,40,0.30000000000000004,152,100,1.7768793255260896e-05,192,0.002518495220676014,1,1,sgd,"{'neurons_per_layer_encoder': [152], 'neurons_per_layer_decoder': [152]}",152,[152],[152],[-1.5133125307064783],0.5531142700242934,COMPLETE
257,-0.03974722822918064,2025-01-10 08:09:09.972745,2025-01-10 08:09:14.385830,0 days 00:00:04.413085,0.16671310327699945,40,0.30000000000000004,152,100,2.5305327315561535e-05,648,0.0025377616043211967,1,3,sgd,"{'neurons_per_layer_encoder': [152, 304, 608], 'neurons_per_layer_decoder': [608]}",152,[608],"[152, 304, 608]",[-0.03974722822918064],0.9011937487355601,COMPLETE
258,0.049890773323352455,2025-01-10 08:09:10.691284,2025-01-10 08:09:17.266755,0 days 00:00:06.575471,0.048151089685722265,40,0.30000000000000004,140,100,2.8325177256023713e-05,648,0.002509779340891869,1,3,adam,"{'neurons_per_layer_encoder': [140, 280, 560], 'neurons_per_layer_decoder': [560]}",140,[560],"[140, 280, 560]",[0.049890773323352455],0.8470096641236997,COMPLETE
259,0.3710594782525368,2025-01-10 08:09:11.390775,2025-01-10 08:09:18.196452,0 days 00:00:06.805677,0.047335366526272765,40,0.30000000000000004,144,100,1.4389078228481002e-05,648,0.002497096576794849,1,3,adam,"{'neurons_per_layer_encoder': [144, 288, 576], 'neurons_per_layer_decoder': [576]}",144,[576],"[144, 288, 576]",[0.3710594782525368],0.8561461387609322,COMPLETE
260,0.4089766680901262,2025-01-10 08:09:11.610060,2025-01-10 08:09:18.572067,0 days 00:00:06.962007,0.047777836652432126,40,0.30000000000000004,144,100,1.4960997016950549e-05,648,0.0025178316445888882,1,3,adam,"{'neurons_per_layer_encoder': [144, 288, 576], 'neurons_per_layer_decoder': [576]}",144,[576],"[144, 288, 576]",[0.4089766680901262],0.8786257800386543,COMPLETE
261,-0.9879837049408855,2025-01-10 08:09:11.920259,2025-01-10 08:09:18.578066,0 days 00:00:06.657807,0.04778768610545988,40,0.30000000000000004,144,100,0.00032689925795944337,648,0.003021466910494762,1,3,adam,"{'neurons_per_layer_encoder': [144, 288, 576], 'neurons_per_layer_decoder': [576]}",144,[576],"[144, 288, 576]",[-0.9879837049408855],0.7255004084020731,COMPLETE
262,-5.05840235320434,2025-01-10 08:09:14.394869,2025-01-10 08:09:21.304716,0 days 00:00:06.909847,0.04742899223904233,40,0.30000000000000004,144,100,0.00036795811975176026,632,0.0032065181621346588,1,3,adam,"{'neurons_per_layer_encoder': [144, 288, 576], 'neurons_per_layer_decoder': [576]}",144,[576],"[144, 288, 576]",[-5.05840235320434],0.22976387632586298,COMPLETE
263,0.12053510851551286,2025-01-10 08:09:17.276086,2025-01-10 08:09:23.613701,0 days 00:00:06.337615,0.04514125483879573,48,0.30000000000000004,144,100,1.5534147199033372e-05,600,0.0030933025599124303,1,3,adam,"{'neurons_per_layer_encoder': [144, 288, 576], 'neurons_per_layer_decoder': [576]}",144,[576],"[144, 288, 576]",[0.12053510851551286],0.7966860054213999,COMPLETE
264,-0.042507053094943625,2025-01-10 08:09:18.205560,2025-01-10 08:09:25.304980,0 days 00:00:07.099420,0.050905952143872,40,0.30000000000000004,156,100,1.5855395889019314e-05,680,0.0032346834020544604,1,3,adam,"{'neurons_per_layer_encoder': [156, 312, 624], 'neurons_per_layer_decoder': [624]}",156,[624],"[156, 312, 624]",[-0.042507053094943625],0.7639735988554484,COMPLETE
265,0.19403011722383434,2025-01-10 08:09:18.583130,2025-01-10 08:09:24.935761,0 days 00:00:06.352631,0.04367978639402449,48,0.30000000000000004,156,100,8.902663640285228e-06,664,0.0031936177737504185,1,3,adam,"{'neurons_per_layer_encoder': [156, 312, 624], 'neurons_per_layer_decoder': [624]}",156,[624],"[156, 312, 624]",[0.19403011722383434],0.7656749623000215,COMPLETE
266,-0.018574477589697658,2025-01-10 08:09:18.590244,2025-01-10 08:09:21.869106,0 days 00:00:03.278862,0.044667614080189454,48,0.30000000000000004,156,100,9.83147812180544e-06,664,0.003124486084548598,1,3,adam,"{'neurons_per_layer_encoder': [156, 312, 624], 'neurons_per_layer_decoder': [624]}",156,[624],"[156, 312, 624]",[-0.018574477589697658],0.8078412495036492,COMPLETE
267,-0.8631615750618915,2025-01-10 08:09:21.314593,2025-01-10 08:09:24.477309,0 days 00:00:03.162716,0.05167435243121064,48,0.30000000000000004,152,100,9.784640351305433e-06,680,0.0032029176103162468,1,3,adam,"{'neurons_per_layer_encoder': [152, 304, 608], 'neurons_per_layer_decoder': [608]}",152,[608],"[152, 304, 608]",[-0.8631615750618915],0.6531080640294501,COMPLETE
268,-0.02449624085361446,2025-01-10 08:09:21.877712,2025-01-10 08:09:28.696755,0 days 00:00:06.819043,0.051446226261660226,40,0.30000000000000004,148,100,3.966987567425192e-05,616,0.0026149961690981305,1,3,adam,"{'neurons_per_layer_encoder': [148, 296, 592], 'neurons_per_layer_decoder': [592]}",148,[592],"[148, 296, 592]",[-0.02449624085361446],0.8590732642320908,COMPLETE
269,-0.008496046179084393,2025-01-10 08:09:23.624962,2025-01-10 08:09:30.965988,0 days 00:00:07.341026,0.051180032535450816,40,0.30000000000000004,164,100,4.1834569952626944e-05,680,0.004376096237013972,1,3,adam,"{'neurons_per_layer_encoder': [164, 328, 656], 'neurons_per_layer_decoder': [656]}",164,[656],"[164, 328, 656]",[-0.008496046179084393],0.8166065319826636,COMPLETE
270,-0.01259389445561232,2025-01-10 08:09:24.486827,2025-01-10 08:09:32.007412,0 days 00:00:07.520585,0.05111425151508209,40,0.30000000000000004,160,100,3.896788366376573e-05,680,0.002648027481182886,1,3,adam,"{'neurons_per_layer_encoder': [160, 320, 640], 'neurons_per_layer_decoder': [640]}",160,[640],"[160, 320, 640]",[-0.01259389445561232],0.8635359143649876,COMPLETE
271,-0.47209908819733437,2025-01-10 08:09:24.945639,2025-01-10 08:09:28.707556,0 days 00:00:03.761917,0.05206948932014693,40,0.30000000000000004,160,100,1.3086816835894962e-05,680,0.002684584700838747,1,3,adam,"{'neurons_per_layer_encoder': [160, 320, 640], 'neurons_per_layer_decoder': [640]}",160,[640],"[160, 320, 640]",[-0.47209908819733437],0.7574049323463857,COMPLETE
272,0.0442340499638616,2025-01-10 08:09:25.315366,2025-01-10 08:09:32.585127,0 days 00:00:07.269761,0.05044131687547961,40,0.30000000000000004,164,100,1.3640643751242334e-05,680,0.0026272856050799623,1,3,adam,"{'neurons_per_layer_encoder': [164, 328, 656], 'neurons_per_layer_decoder': [656]}",164,[656],"[164, 328, 656]",[0.0442340499638616],0.7987500815866899,COMPLETE
273,-0.03615015835839053,2025-01-10 08:09:28.708400,2025-01-10 08:09:32.597872,0 days 00:00:03.889472,0.041489156339206634,40,0.30000000000000004,164,100,4.032948657823313e-06,696,0.004305869245217249,1,3,adam,"{'neurons_per_layer_encoder': [164, 328, 656], 'neurons_per_layer_decoder': [656]}",164,[656],"[164, 328, 656]",[-0.03615015835839053],0.7237649214372535,COMPLETE
274,-0.11139969961060947,2025-01-10 08:09:28.718883,2025-01-10 08:09:36.072063,0 days 00:00:07.353180,0.041375668636375665,40,0.30000000000000004,164,100,3.965858018417592e-06,680,0.004422268020583061,1,3,adam,"{'neurons_per_layer_encoder': [164, 328, 656], 'neurons_per_layer_decoder': [656]}",164,[656],"[164, 328, 656]",[-0.11139969961060947],0.5839202150841009,COMPLETE
275,0.009976025090773999,2025-01-10 08:09:30.976574,2025-01-10 08:09:37.382341,0 days 00:00:06.405767,0.05635271482290256,40,0.30000000000000004,136,100,6.618218211468048e-06,792,0.00399519424963351,1,3,adam,"{'neurons_per_layer_encoder': [136, 272, 544], 'neurons_per_layer_decoder': [544]}",136,[544],"[136, 272, 544]",[0.009976025090773999],0.6988532005453062,COMPLETE
276,0.5579804099353063,2025-01-10 08:09:32.017884,2025-01-10 08:09:37.684146,0 days 00:00:05.666262,0.05749184962958913,40,0.30000000000000004,84,100,1.1388440841825482e-05,808,0.008082293581629065,1,3,adam,"{'neurons_per_layer_encoder': [84, 168, 336], 'neurons_per_layer_decoder': [336]}",84,[336],"[84, 168, 336]",[0.5579804099353063],0.869087180443354,COMPLETE
277,0.3367696155103558,2025-01-10 08:09:32.600496,2025-01-10 08:09:38.348900,0 days 00:00:05.748404,0.05539199777234776,48,0.30000000000000004,132,100,3.099063022631937e-06,616,0.00198948162761392,1,3,adam,"{'neurons_per_layer_encoder': [132, 264, 528], 'neurons_per_layer_decoder': [528]}",132,[528],"[132, 264, 528]",[0.3367696155103558],0.6711126370271424,COMPLETE
278,0.13312540854335875,2025-01-10 08:09:32.610061,2025-01-10 08:09:35.983933,0 days 00:00:03.373872,0.057105112831975155,48,0.30000000000000004,140,100,1.114793577452538e-05,616,0.0023052636385242397,1,3,adam,"{'neurons_per_layer_encoder': [140, 280, 560], 'neurons_per_layer_decoder': [560]}",140,[560],"[140, 280, 560]",[0.13312540854335875],0.8578029753124237,COMPLETE
279,-0.7399713632186586,2025-01-10 08:09:35.992928,2025-01-10 08:09:39.160099,0 days 00:00:03.167171,0.15607347486145415,40,0.30000000000000004,148,100,6.5473105530129135e-06,792,0.0020872436222723113,1,3,adam,"{'neurons_per_layer_encoder': [148, 296, 592], 'neurons_per_layer_decoder': [592]}",148,[592],"[148, 296, 592]",[-0.7399713632186586],0.6775298304463627,COMPLETE
280,-0.16557502603195773,2025-01-10 08:09:36.082656,2025-01-10 08:09:40.201897,0 days 00:00:04.119241,0.045845642714383364,48,0.30000000000000004,196,100,6.493125351423096e-06,808,0.0019372097284229828,1,3,adam,"{'neurons_per_layer_encoder': [196, 392, 784], 'neurons_per_layer_decoder': [784]}",196,[784],"[196, 392, 784]",[-0.16557502603195773],0.7700350116524987,COMPLETE
281,0.3815414496507358,2025-01-10 08:09:37.391968,2025-01-10 08:09:42.096254,0 days 00:00:04.704286,0.04611296822037925,48,0.30000000000000004,84,100,1.8857859130507105e-05,744,0.0019965972695799505,1,3,adam,"{'neurons_per_layer_encoder': [84, 168, 336], 'neurons_per_layer_decoder': [336]}",84,[336],"[84, 168, 336]",[0.3815414496507358],0.8568852115435113,COMPLETE
282,0.45297000723749625,2025-01-10 08:09:37.693995,2025-01-10 08:09:43.283480,0 days 00:00:05.589485,0.04582362179882822,48,0.30000000000000004,80,100,1.1833073007013753e-05,600,0.007419729468163971,4,3,adam,"{'neurons_per_layer_encoder': [80, 160, 320], 'neurons_per_layer_decoder': [320, 160, 80, 40]}",80,"[320, 160, 80, 40]","[80, 160, 320]",[0.45297000723749625],0.8749279573590771,COMPLETE
283,0.2880808375493048,2025-01-10 08:09:38.359185,2025-01-10 08:09:44.768223,0 days 00:00:06.409038,0.13570373762013263,32,0.30000000000000004,84,100,1.121639524986336e-05,792,0.005451932966420655,4,3,adam,"{'neurons_per_layer_encoder': [84, 168, 336], 'neurons_per_layer_decoder': [336, 168, 84, 42]}",84,"[336, 168, 84, 42]","[84, 168, 336]",[0.2880808375493048],0.8449271349593792,COMPLETE
284,0.36044494729531873,2025-01-10 08:09:40.210648,2025-01-10 08:09:45.446999,0 days 00:00:05.236351,0.0641266848039539,40,0.30000000000000004,80,100,1.174995464020951e-05,600,0.007606239754672097,3,3,adam,"{'neurons_per_layer_encoder': [80, 160, 320], 'neurons_per_layer_decoder': [320, 160, 80]}",80,"[320, 160, 80]","[80, 160, 320]",[0.36044494729531873],0.8358301744978297,COMPLETE
285,-14.530857970068137,2025-01-10 08:09:42.104417,2025-01-10 08:09:47.603704,0 days 00:00:05.499287,0.06427558592129673,40,0.1,68,100,1.4694048134502206e-05,600,0.005923516219620975,4,3,adadelta,"{'neurons_per_layer_encoder': [68, 136, 272], 'neurons_per_layer_decoder': [272, 136, 68, 34]}",68,"[272, 136, 68, 34]","[68, 136, 272]",[-14.530857970068137],0.4278585302789643,COMPLETE
286,-31.114412340718275,2025-01-10 08:09:43.291098,2025-01-10 08:09:46.192716,0 days 00:00:02.901618,0.1349778678108925,48,0.1,76,100,1.128923293436399e-05,328,0.006563167390687349,4,3,adadelta,"{'neurons_per_layer_encoder': [76, 152, 304], 'neurons_per_layer_decoder': [304, 152, 76, 38]}",76,"[304, 152, 76, 38]","[76, 152, 304]",[-31.114412340718275],-0.8244532918636261,COMPLETE
287,-7.794686539823161,2025-01-10 08:09:44.776975,2025-01-10 08:09:49.930153,0 days 00:00:05.153178,0.06546356530799342,48,0.30000000000000004,72,100,1.1691051643689898e-05,600,0.007378074053689423,4,3,adadelta,"{'neurons_per_layer_encoder': [72, 144, 288], 'neurons_per_layer_decoder': [288, 144, 72, 36]}",72,"[288, 144, 72, 36]","[72, 144, 288]",[-7.794686539823161],0.660818387960455,COMPLETE
288,-0.9310278820982716,2025-01-10 08:09:45.454938,2025-01-10 08:09:50.518931,0 days 00:00:05.063993,0.04857473093799112,48,0.30000000000000004,92,100,4.752625982176e-06,600,0.009658640903333396,3,3,adam,"{'neurons_per_layer_encoder': [92, 184, 368], 'neurons_per_layer_decoder': [368, 184, 92]}",92,"[368, 184, 92]","[92, 184, 368]",[-0.9310278820982716],0.3435451110314524,COMPLETE
289,0.23621594749439445,2025-01-10 08:09:46.199794,2025-01-10 08:09:51.071470,0 days 00:00:04.871676,0.04836213797895738,48,0.30000000000000004,68,100,1.416498864952385e-05,296,0.00828062688564223,4,3,adam,"{'neurons_per_layer_encoder': [68, 136, 272], 'neurons_per_layer_decoder': [272, 136, 68, 34]}",68,"[272, 136, 68, 34]","[68, 136, 272]",[0.23621594749439445],0.8322501772406384,COMPLETE
290,0.251971172339031,2025-01-10 08:09:47.612241,2025-01-10 08:09:52.442529,0 days 00:00:04.830288,0.04362725709702092,48,0.30000000000000004,72,100,9.439001830455869e-06,568,0.008440047515950044,3,3,adam,"{'neurons_per_layer_encoder': [72, 144, 288], 'neurons_per_layer_decoder': [288, 144, 72]}",72,"[288, 144, 72]","[72, 144, 288]",[0.251971172339031],0.7588184494102759,COMPLETE
