number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_epochs,params_lambda,params_latent_dim,params_learning_rate,params_optimizer,user_attrs_relative_deterioration,state
111,0.004813440263938545,2024-10-16 12:40:15.265639,2024-10-16 12:45:13.636935,0 days 00:04:58.371296,0.022457279301593854,96,0.1,50,3.3876356843054064e-06,192,0.00017075914605374173,adam,0.818229107333603,COMPLETE
112,0.004384247102796536,2024-10-16 12:40:46.804303,2024-10-16 12:45:46.597289,0 days 00:04:59.792986,0.021519402411023646,96,0.1,50,6.181312421073207e-06,192,0.0001677869903751129,adam,0.8873657475786709,COMPLETE
113,0.0038994413668069538,2024-10-16 12:40:56.789752,2024-10-16 12:46:03.748430,0 days 00:05:06.958678,0.02287582509100562,96,0.1,50,5.96221464903406e-06,192,0.0001381039991091677,adam,0.8989891544581016,COMPLETE
114,0.0039166071104067435,2024-10-16 12:42:15.646877,2024-10-16 12:47:14.702479,0 days 00:04:59.055602,0.025963529598484716,96,0.1,50,6.216207149534438e-06,192,0.00016804632016574503,adam,0.8984642277054435,COMPLETE
115,0.004809542298545964,2024-10-16 12:42:53.393241,2024-10-16 12:47:45.947375,0 days 00:04:52.554134,0.03186035201056229,96,0.1,50,5.933008602098909e-06,192,0.0001639140493097331,adam,0.8707509390142572,COMPLETE
116,0.00414361049513797,2024-10-16 12:45:01.112049,2024-10-16 12:49:07.758135,0 days 00:04:06.646086,0.025839735218593916,96,0.1,50,3.0988852086659906e-05,192,0.00016640667142592941,adam,0.9596381840720832,COMPLETE
117,0.0041131378970616075,2024-10-16 12:45:13.648603,2024-10-16 12:49:20.723907,0 days 00:04:07.075304,0.0257196724671763,96,0.1,50,3.0309184521895814e-05,192,0.0001128090633317409,adam,0.967432213758546,COMPLETE
118,0.003895828245599666,2024-10-16 12:45:46.608978,2024-10-16 12:49:44.966900,0 days 00:03:58.357922,0.020965224132773408,96,0.1,50,6.118372104741984e-06,192,0.00011672897817450947,adam,0.9056560677214291,COMPLETE
119,0.004634159315692697,2024-10-16 12:46:03.759728,2024-10-16 12:49:42.697706,0 days 00:03:38.937978,0.01767526575548139,96,0.1,50,8.212347106754211e-06,192,0.00011669344900126607,adam,0.9081250978807068,COMPLETE
120,0.006368568107329411,2024-10-16 12:57:23.266123,2024-10-16 12:59:58.528178,0 days 00:02:35.262055,0.02631889514332505,112,0.1,30,2.963794334254946e-05,208,7.055181916495208e-05,adam,0.9609260050706719,COMPLETE
121,0.0049985563775210564,2024-10-16 12:57:23.267095,2024-10-16 12:59:56.367548,0 days 00:02:33.100453,0.026622394293161156,112,0.1,30,4.348136860708055e-06,208,7.636486569381906e-05,adam,0.8693960968289063,COMPLETE
122,0.006178545487612824,2024-10-16 12:57:23.267328,2024-10-16 12:59:58.940251,0 days 00:02:35.672923,0.026418496578862943,112,0.1,30,4.39587433717979e-06,208,7.459383698934422e-05,adam,0.8401762888539557,COMPLETE
123,0.004285128993206845,2024-10-16 12:57:23.271968,2024-10-16 13:01:44.757084,0 days 00:04:21.485116,0.02541323623930203,112,0.1,50,4.187603272904889e-06,208,7.675682693404877e-05,adam,0.8725973647255535,COMPLETE
124,0.006526846259883945,2024-10-16 12:57:23.277535,2024-10-16 13:00:10.733525,0 days 00:02:47.455990,0.026457065098959648,96,0.1,30,4.378057481152792e-06,208,6.960677047615591e-05,adam,0.834815846934292,COMPLETE
125,0.00648712013110826,2024-10-16 12:57:23.266536,2024-10-16 13:00:07.005766,0 days 00:02:43.739230,0.026486771863242657,112,0.1,30,4.38952247790435e-06,208,6.396291158916813e-05,adam,0.8397101067663902,COMPLETE
126,0.0053308337900823165,2024-10-16 12:59:56.379511,2024-10-16 13:04:39.992786,0 days 00:04:43.613275,0.027540209089952854,96,0.1,50,3.014408759160561e-05,176,8.173853486556321e-05,adam,0.9621091735724128,COMPLETE
127,0.0050900290276376355,2024-10-16 12:59:58.539441,2024-10-16 13:04:28.958900,0 days 00:04:30.419459,0.02057448687495161,96,0.1,50,8.314345961356453e-06,176,4.424062794828877e-05,adam,0.9114267715020123,COMPLETE
128,0.005334576230657102,2024-10-16 12:59:58.953586,2024-10-16 13:04:26.835508,0 days 00:04:27.881922,0.021080664841091955,96,0.1,50,6.51453790224517e-06,176,3.7094502942256514e-05,adam,0.8937004187623416,COMPLETE
129,0.0046923543554825,2024-10-16 13:00:07.019412,2024-10-16 13:04:52.007346,0 days 00:04:44.987934,0.01610473631881294,96,0.1,50,6.030245671894209e-06,176,8.331193521752338e-05,adam,0.8881657518643242,COMPLETE
130,0.005391466126896279,2024-10-16 13:00:10.745625,2024-10-16 13:04:54.724937,0 days 00:04:43.979312,0.021703462525343848,96,0.1,50,5.947216244805697e-06,176,3.9793825987072444e-05,adam,0.8848357360068626,COMPLETE
131,0.004777483338673216,2024-10-16 13:01:44.770518,2024-10-16 13:05:17.540521,0 days 00:03:32.770003,0.020730664657772374,128,0.1,50,6.129761845090018e-06,176,8.994134997538354e-05,adam,0.888249638567173,COMPLETE
