number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_encoder_neurons_layer_1,params_epochs,params_lambda,params_latent_dim,params_learning_rate,params_num_layers_decoder,params_num_layers_encoder,params_optimizer,user_attrs_encoder_decoder_config,user_attrs_first_layer_neurons,user_attrs_neurons_per_layer_decoder,user_attrs_neurons_per_layer_encoder,user_attrs_r2_feature_1,user_attrs_relative_deterioration,state
43,-0.345404945371925,2025-01-10 14:21:43.879057,2025-01-10 14:21:45.511992,0 days 00:00:01.632935,0.07636712813375557,32,0.30000000000000004,4,100,2.9182852370517988e-05,4,2.147289008670578e-05,1,1,adadelta,"{'neurons_per_layer_encoder': [4], 'neurons_per_layer_decoder': [8]}",4,[8],[4],[-0.345404945371925],0.5912883678403493,COMPLETE
44,-0.1512384532678086,2025-01-10 14:21:45.040638,2025-01-10 14:21:47.979932,0 days 00:00:02.939294,0.057686383423892255,64,0.30000000000000004,4,100,3.253092447832883e-05,4,0.0007267471900664189,4,1,adadelta,"{'neurons_per_layer_encoder': [4], 'neurons_per_layer_decoder': [8, 8, 8, 8]}",4,"[8, 8, 8, 8]",[4],[-0.1512384532678086],0.6233353330390565,COMPLETE
45,-0.11937705288296474,2025-01-10 14:21:45.522766,2025-01-10 14:21:52.302087,0 days 00:00:06.779321,0.06788392531699239,64,0.4,36,100,0.00019740814706711656,728,0.00018897625944524446,1,5,adam,"{'neurons_per_layer_encoder': [36, 72, 144, 288, 576], 'neurons_per_layer_decoder': [576]}",36,[576],"[36, 72, 144, 288, 576]",[-0.11937705288296474],0.926222901628015,COMPLETE
46,-0.136671696044401,2025-01-10 14:21:45.910470,2025-01-10 14:21:52.591591,0 days 00:00:06.681121,0.05709932018274493,64,0.4,104,100,0.00020414122282633765,888,0.00016860003416003153,1,4,adam,"{'neurons_per_layer_encoder': [104, 208, 416, 832], 'neurons_per_layer_decoder': [832]}",104,[832],"[104, 208, 416, 832]",[-0.136671696044401],0.94031534780575,COMPLETE
47,-0.13176051616419193,2025-01-10 14:21:47.399569,2025-01-10 14:21:53.398177,0 days 00:00:05.998608,0.05811833743574323,64,0.4,96,100,8.372879096086184e-05,840,0.0006172697384475037,1,4,adam,"{'neurons_per_layer_encoder': [96, 192, 384, 768], 'neurons_per_layer_decoder': [768]}",96,[768],"[96, 192, 384, 768]",[-0.13176051616419193],0.8624199597545392,COMPLETE
48,-0.274482941501623,2025-01-10 14:21:47.989392,2025-01-10 14:21:52.142954,0 days 00:00:04.153562,0.05425466354826798,64,0.4,108,100,7.344143447803117e-05,920,0.00019425385174643637,1,4,adam,"{'neurons_per_layer_encoder': [108, 216, 432, 864], 'neurons_per_layer_decoder': [864]}",108,[864],"[108, 216, 432, 864]",[-0.274482941501623],0.8609245322715021,COMPLETE
49,-0.1273803264627673,2025-01-10 14:21:52.152183,2025-01-10 14:21:57.387139,0 days 00:00:05.234956,0.035305524289779434,48,0.4,40,100,0.0009363048845360937,520,4.620214215232332e-05,2,4,adam,"{'neurons_per_layer_encoder': [40, 80, 160, 320], 'neurons_per_layer_decoder': [320, 160]}",40,"[320, 160]","[40, 80, 160, 320]",[-0.1273803264627673],0.9759915750540786,COMPLETE
50,-0.07477973279215622,2025-01-10 14:21:52.316964,2025-01-10 14:21:57.886160,0 days 00:00:05.569196,0.03618859121597312,48,0.4,72,100,0.00029914435187221235,776,0.0004238011036986224,2,4,adam,"{'neurons_per_layer_encoder': [72, 144, 288, 576], 'neurons_per_layer_decoder': [576, 288]}",72,"[576, 288]","[72, 144, 288, 576]",[-0.07477973279215622],0.9575495386973231,COMPLETE
51,-0.028041690029048993,2025-01-10 14:21:52.599976,2025-01-10 14:21:55.274009,0 days 00:00:02.674033,0.08522149122314988,48,0.30000000000000004,76,100,0.00010463088667958619,99,0.0004158997850496138,2,1,adam,"{'neurons_per_layer_encoder': [76], 'neurons_per_layer_decoder': [76, 38]}",76,"[76, 38]",[76],[-0.028041690029048993],0.4945314552228719,COMPLETE
52,-0.593021767114861,2025-01-10 14:21:53.412669,2025-01-10 14:21:55.913278,0 days 00:00:02.500609,0.03638873851546574,48,0.30000000000000004,72,100,0.00032351402728692213,95,4.33864019042203e-05,2,1,adam,"{'neurons_per_layer_encoder': [72], 'neurons_per_layer_decoder': [72, 36]}",72,"[72, 36]",[72],[-0.593021767114861],0.7227674384279583,COMPLETE
53,0.31318292738256126,2025-01-10 14:21:54.231509,2025-01-10 14:21:57.424777,0 days 00:00:03.193268,0.01569040820978942,48,0.1,72,100,0.0008747786230710557,95,4.5378646132209624e-05,2,1,adam,"{'neurons_per_layer_encoder': [72], 'neurons_per_layer_decoder': [72, 36]}",72,"[72, 36]",[72],[0.31318292738256126],0.9112990825616001,COMPLETE
54,-0.3197323912810581,2025-01-10 14:21:55.282658,2025-01-10 14:21:57.440797,0 days 00:00:02.158139,0.0360576483102147,48,0.1,44,100,0.00041662812881194136,64,3.4151758530972516e-05,2,1,adam,"{'neurons_per_layer_encoder': [44], 'neurons_per_layer_decoder': [44, 22]}",44,"[44, 22]",[44],[-0.3197323912810581],0.6777046839672136,COMPLETE
55,-0.19416474941640938,2025-01-10 14:21:55.922086,2025-01-10 14:22:01.242140,0 days 00:00:05.320054,0.12154550057930665,48,0.4,116,100,0.0009019685274872729,2840,0.00012579372973399078,1,5,adadelta,"{'neurons_per_layer_encoder': [116, 232, 464, 928, 1856], 'neurons_per_layer_decoder': [1856]}",116,[1856],"[116, 232, 464, 928, 1856]",[-0.19416474941640938],0.9940093399234139,COMPLETE
56,-0.16384788265298988,2025-01-10 14:21:57.395642,2025-01-10 14:22:01.100819,0 days 00:00:03.705177,0.016414392205706316,96,0.1,64,100,0.0004279016265358288,1096,3.145862485476696e-05,1,5,adadelta,"{'neurons_per_layer_encoder': [64, 128, 256, 512, 1024], 'neurons_per_layer_decoder': [1024]}",64,[1024],"[64, 128, 256, 512, 1024]",[-0.16384788265298988],0.9771028220363036,COMPLETE
57,-0.419920490379879,2025-01-10 14:21:57.434630,2025-01-10 14:21:59.656033,0 days 00:00:02.221403,0.014967709459932867,56,0.1,120,100,0.0009975321006040062,192,2.8424113857519917e-05,2,1,adam,"{'neurons_per_layer_encoder': [120], 'neurons_per_layer_decoder': [120, 60]}",120,"[120, 60]",[120],[-0.419920490379879],0.9011211017994191,COMPLETE
58,-0.057306136718247025,2025-01-10 14:21:57.460603,2025-01-10 14:22:00.957276,0 days 00:00:03.496673,0.014038223332486811,56,0.1,64,100,0.0008128340745103536,134,1.7886553603382948e-05,2,1,adam,"{'neurons_per_layer_encoder': [64], 'neurons_per_layer_decoder': [64, 32]}",64,"[64, 32]",[64],[-0.057306136718247025],0.8707528921784753,COMPLETE
59,-0.12271621540941369,2025-01-10 14:21:57.902629,2025-01-10 14:22:01.294655,0 days 00:00:03.392026,0.013856119956116773,56,0.1,16,100,0.0007295830649297865,17,3.0488221330158472e-05,3,1,adam,"{'neurons_per_layer_encoder': [16], 'neurons_per_layer_decoder': [16, 8, 8]}",16,"[16, 8, 8]",[16],[-0.12271621540941369],0.7040027965274663,COMPLETE
60,-0.07393596558871418,2025-01-10 14:21:59.665298,2025-01-10 14:22:01.974190,0 days 00:00:02.308892,0.014191093246436207,80,0.1,16,100,0.0004769526318761021,51,1.549526478314243e-05,1,2,adam,"{'neurons_per_layer_encoder': [16, 32], 'neurons_per_layer_decoder': [32]}",16,[32],"[16, 32]",[-0.07393596558871418],0.7774624329980442,COMPLETE
61,-0.046703031303334086,2025-01-10 14:22:00.967299,2025-01-10 14:22:03.918102,0 days 00:00:02.950803,0.016636266949419092,72,0.2,88,100,0.0005538401928816405,264,0.00011923026456783998,4,2,adam,"{'neurons_per_layer_encoder': [88, 176], 'neurons_per_layer_decoder': [176, 88, 44, 22]}",88,"[176, 88, 44, 22]","[88, 176]",[-0.046703031303334086],0.9363206000173232,COMPLETE
62,-0.1768183739204019,2025-01-10 14:22:01.112439,2025-01-10 14:22:03.375969,0 days 00:00:02.263530,0.12701548454909062,72,0.2,52,100,4.2258420766406066e-05,192,0.00012393942814397063,4,2,adam,"{'neurons_per_layer_encoder': [52, 104], 'neurons_per_layer_decoder': [104, 52, 26, 13]}",52,"[104, 52, 26, 13]","[52, 104]",[-0.1768183739204019],0.6129844358300665,COMPLETE
