,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.0033550272626757098,0.8840188930515563,13.828264422662173,0.003501442605379303,0.8591759931884329,15.440282242777522
max,10.0,0.005092771118066131,0.9235937043416365,15.505315969018888,0.007016984702701743,0.9297294780875903,17.454101521346267
mean,5.5,0.004252117086941017,0.9031636735316155,14.450252631488397,0.004800744296016108,0.9036537663845182,16.482975014094784
